"Word","Meaning","Usage"
"Ballyhack","noun: Hell.","“‘But what about the Sorbonne?’ ‘The Sorbonne can go to Ballyhack.’” John Dos Passos; Three Soldiers; George H. Doran Company; 1921."
"gorblimey","interjection: An expression of surprise, dismay, etc.","“Gorblimey! Will you look at this!” Karla Hocker; A Deceitful Heart; Zebra Books; 1993."
"machtpolitik","noun: Power politics: policies that advocate the use of power and physical force to attain their goals.","“Either the US military will have to intervene in force (including with substantial ground troops) or we’ll have to ally, in a very un-American display of machtpolitik, with Bashar Assad.” Ross Douthat; Grand Illusion in Syria; The New York Times; Sep 21, 2014."
"dogwatch","noun:
1. A short watch, especially one of the two two-hour watch duties on a ship: 4-6 pm or 6-8 pm.
2. A night shift, especially the last one.","“One could have hardly dreamt up a more adequate or a more appropriate military partner than France. But [Scott] Morrison, who has spent but a dogwatch thinking about strategic issues and the arraignment of international power, did the French in, to ideologically console himself, preferring instead, the safety of the sweaty armpit of the United States. When should we stop clapping?” Paul Keating; Relying on Japan, India Is a Mug’s Game; Sydney Morning Herald (Australia); Sep 29, 2021. “At the end of the dog watch you ask yourself who’s more tired, you or the man you’re waking.” Mirko Bonne (Translation: Alexander Starritt); Ice-Cold Heaven; Overlook Press; 2013."
"bridgehead","noun:
1. A foothold opening the way for further advance.
2. A fortified position at the end of a bridge nearest the enemy.","“Nigel Farage takes his first seat in the Commons on his eighth attempt ... a bridgehead to cajole Conservatives that lurching further to the right is their future.” Mick O’Reilly; The UK’s Future Begins Today; Gulf News (Dubai); Jul 9, 2024."
"earworm","noun:
1. A catchy song or tune that keeps involuntarily repeating in one’s mind.
2. An agricultural pest commonly known as corn earworm, of the species Helicoverpa zea or Helicoverpa armigera.","“It is an irresistible earworm, topping the charts in Norway and reaching number six on the Billboard chart in America.” Played for Laughs; The Economist (London, UK); Jul 18, 2020. “The caterpillar was basically a pest species, related to a corn earworm, and not significant at all.” Elizabeth Kolbert; A Little-Known Planet; The New Yorker; Mar 20, 2023."
"immiseration","noun:
1. The act of making miserable or the state of being made miserable.
2. Impoverishment.","“Well, 14 years of this government have created a situation impressively close to the aftermath of war: the immiseration of millions.” Zadie Smith; ‘Here Comes the Sun’; The Guardian (London, UK); Jul 3, 2024."
"grawlix","noun: The characters, such as @#%$*!, used to convey profanity in a comic.","“This title contains ... negligible cursing (sometimes represented as a grawlix).” Adult Books 4 Teens; School Library Journal (New York); Mar 2019."
"bardolatry","noun: Excessive admiration of William Shakespeare.","“I like [Joe Papp] best when he turned up at City Hall to woo some mayor with his blue-collar bardolatry: ‘Shakespeare should be as important as garbage collection.’” Jeremy McCarter; Mourning Joe; Newsweek (New York); Nov 23, 2009."
"semelparous","adjective: Reproducing only once in a lifetime.","“There are semelparous animals as well ... After laying her eggs, the female octopus stops eating and slowly starves to death.” Joshua Mitteldorf; Whence Comes Death?; The Humanist (Washington, DC); Jan/Feb 2002."
"broadbrow","noun: A person with a broad range of interests.
adjective: Appealing to people with a broad range of interests.","“The broadbrow books [my mother] most loved include Mary Webb’s Precious Bane, Jessamine West’s The Massacre at Fall Creek, and novels by Margaret Drabble, Alex Haley, James Michener, and Jean Plaidy.” Helen Taylor; Why Women Read Fiction; Oxford University Press; 2019."
"topophilia","noun: The love for or the emotional connection to a particular place.","“Though the last of the structure’s bones have been hauled away, still present is the precious collection of formative memories I mined there over the years. The essence of topophilia remains intact.” Mary Culbertson-Stark; Razed But Not Forgotten; Pittsburgh Post-Gazette (Pennsylvania); Feb 28, 2021."
"evanescent","adjective: Fading quickly; transitory.","“He strolled to the large windows ... to contemplate the Eternal City lit up in a myriad of beams of evanescent sunlight.” Elly-Royce Laurens; Bargain for Love; Trafford; 2003."
"splendiferous","adjective: Extraordinarily impressive; magnificent.","“We stop here and at the Royal Barges Museum to admire eight of the Thai royal family’s splendiferous river barges.” Penny Watson; Song of the River; Herald Sun (Melbourne, Australia); Oct 9, 2022."
"ontic","adjective: Having or relating to a real existence.","“Suffice it to say we made some of the most ontic, unheard-of music we’ve ever made.” Nathaniel Mackey; from Atet A.D.; Chicago Review; Winter 1997."
"phantasmagorical","adjective: Illusory; strange; deceptive; imaginary; surreal; hallucinatory.","“Trump’s phantasmagorical visions of marauding immigrants are part of a genre in which immigration and race are intermingled.” Evan Osnos; The Fearful and The Frustrated; The New Yorker; Aug 31, 2015. [Also see this.]"
"consummate","adjective:	1. Complete or perfect.
	2. Highly accomplished or skilled.
verb tr.:	1. To finish, complete, or make perfect.
	2. To make a marital or other romantic union complete by having sex.
","“In fact, your hypocrisy was so consummate that I never suspected it.” Rafael Sabatini; Scaramouche; Houghton Mifflin; 1921."
"effervescent","adjective:
1. Lively; animated; vivacious.
2. Bubbling.","“My father was shy and quiet; my mother was effervescent. She lights up the room.” Judy Stoffman; A Humble Man of Many Talents; The Globe and Mail (Toronto, Canada); Mar 7, 2015. “This is an effervescent and lively sparkling wine, which also has a hint of sweetness.” Adam Montefiore; Time to Celebrate; Jerusalem Post (Israel); Dec 27, 2012."
"malodorous","adjective:
1. Having a foul smell.
2. Highly improper.","“One challenge of drilling oil wells is what to do with ‘produced water’ -- a malodorous liquid, fortified with heavy metals.” Patrick Radden Keefe; Reversal of Fortune; The New Yorker; Jan 9, 2012. “Those who believe, as the neocons did, that the focus of foreign policy should be to promote liberal democracy, will find much to disapprove of. But a policy of pinching one’s nose and engaging with malodorous regimes has its merits.” Barack Obama’s Foreign Policy; The Economist (London, UK); Mar 14, 2009."
"piquant","adjective:
1. Pleasantly pungent or spicy.
2. Engaging or stimulating in a provocative manner.
3. Sharp or stinging.","“The young heir to Challis Hall was bored and this piquant situation promised a little entertainment.” Kathleen Shoesmith; Elusive Legacy; Robert Hale; 1976. “While the juice of a navel will bring a pure sweetness to what’s being cooked, you can switch it for the piquant juice of Sevilles -- narenj.” Yotam Ottolenghi; All in the Balance; The New York Times Magazine; Feb 18, 2024."
"fulgent","adjective: Shining brilliantly; radiant.","“The storm has ended, clearing the sky for a fat, fulgent moon.” Rob Costello; Whatever Happened to the Boy Who Fell into the Lake?; Fantasy & Science Fiction (Hoboken, New Jersey); Jul/Aug 2021. “My voice is just a whisper, which, with the new day, will die. Her voice was rich and fulgent.” Tara Bahrampour; A Memoir in Three Acts; National Post (Don Mills, Canada); Oct 30, 2017."
"aspersion","noun:
1. A damaging accusation: slander.
2. The sprinkling with water, as in baptism.","“However, defence lawyer Susan Gray said that the Crown had only cast aspersions on her client, and had proven little.” Tommy Livingston; Mum ‘Has Paid the Ultimate Price’; Dominion Post (Wellington, New Zealand); Sep 29, 2017. “Baptism by immersion, aspersion or sprinkling are all irrelevant to my faith. Looking out for the least of them and treating people with love and respect is the mission.” David Hunter; It’s How We Treat Others That Matters; News Sentinel (Knoxville, Tennessee); Sep 30, 2014."
"misogynoir","noun: Hatred or prejudice directed toward Black women.","“[Trump] spat misogynoir about Vice President Kamala Harris’s qualifications, spoke incoherently and falsely about the state of America’s major cities and airports, and praised the wife of his son, Don Jr., who is not married. No calls for him to take a mental fitness test followed.” Kimberly Atkins Stohr; Biden and Trump Are Showing Their Stark Contrast; Boston Globe (Massachusetts); Jul 11, 2024. “There is a long history of media misogynoir in sports. Before her retirement, Serena Williams was constantly a victim of vitriolic commentary about her looks, with one Australian cartoonist drawing a racist caricature of her and a Romanian TV host comparing Williams to a monkey.” Janice Gassam Asare; Media Misogynoir; Forbes (New York); Apr 7, 2024."
"outgrabe","verb intr.: To emit strange noises, such as bellowing, whistling, and shrieking.","“When everything else failed, the police used less powerful versions of the same device to subdue juice addicts who outgrabed.” Alan Dean Foster; Montezuma Strip; Aspect; 1995."
"intertextuality","noun: Interpretation of a text in relation to other texts, rather than in isolation.","“The 11 short stories in this collection each weave together, playful in their intertextuality as they nod to other stories in the collection and beyond.” Aimée Walsh; Across Unknowable Terrain; Irish Times (Dublin); Aug 26, 2023."
